identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_precisez;geolocalisation_ban
2271;Centre Pompidou - Google Arts et Culture;PLace Georges Pompidou;75004;Paris;https://artsandculture.google.com/project/kandinsky;"<p>Le Centre Pompidou initie une collaboration inédite avec Google Arts &amp; Culture autour de l’œuvre de Kandinsky. Un projet tout-numérique sans précédent pour s’immerger dans le travail de cet artiste majeur et visionnaire de l’histoire de l’art du 20e siècle.</p>";;Dans l'intimité de Kandinsky;Expos, musées;Tous publics;Expositions virtuelles;Arts visuels,Peinture;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.860307, 2.351132
2296;Maison des Cultures du Monde - CFPCI;2 rue des Bénédictins;35500;Vitré;https://www.ressources-mcm.com/;<p>Ce fonds de plus de 20 000 pièces est spécialisé sur le patrimoine culturel immatériel, en particulier les formes spectaculaires du monde (musique, théâtre, danse, marionnettes, fêtes, rituels). Il permet de consulter en ligne les collections issues des archives de la Maison des Cultures du Monde, et d’explorer les ressources éditées du centre de documentation.</p>;;Portail numérique Ibn Ba????a;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts,Ressources pédagogiques,Images, collections numérisées, bases de données;Danse,Musique, concerts et opéras,Théâtre, Spectacles;;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.125253, -1.211107
2298;Musée de la Tapisserie de Bayeux;13 bis rue de Nesmond;14400;Bayeux;https://www.bayeuxmuseum.com/la-tapisserie-de-bayeux/decouvrir-la-tapisserie-de-bayeux/explorer-la-tapisserie-de-bayeux-en-ligne;<p>Explorez la Tapisserie de Bayeux en ligne, en parcourant les 70 mètres de cette toile de lin brodée qui fait le récit de la conquête de l'Angleterre au XIème siècle. Pour la première fois, vous allez pouvoir découvrir librement la totalité de la Tapisserie de Bayeux avec une qualité d’images jusqu’ici inexistante en ligne ! Projet piloté par la Ville de Bayeux et la DRAC Normandie, la broderie millénaire a été photographiée par la Fabrique de patrimoines en Normandie puis reconstituée par l’Université de Caen et le CNRS.</p>;;Panorama numérique de la Tapisserie de Bayeux;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Histoire,Monuments historiques,Musées;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;49.274157, -0.700612
2327;Chaine YouTube;Inconnue;75000;Paris;https://www.youtube.com/user/TroncheEnBiais;"<p>Une chaine YouTube dédiée à la zététique (ou art du doute) et au développement de l'esprit critique, avec une multitude de vidéos, interviews, débats,... et une nouvelle série ""La Petite Boutique des Erreurs"" consacrée aux sophismes et autres arguments fallacieux.</p>";;La Tronche en Biais;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;;Le temps d’un week-end;Accès permanent;Organisme privé;;;;48.740401, 3.018545
2363;Dessinez Créez Liberté;51 avenue de Flandre;75019;Paris;https://www.youtube.com/channel/UCbd1I1DbuT6wrDWTzlD-Ifw/featured;<p>La chaine YouTube de l'association créée par Charlie Hebdo et SOS Racisme pour mener des actions d'éducation à la citoyenneté et aux médias propose de courtes vidéos pédagogiques sur le dessin de presse et des vidéos sous forme de conférence/webinaire mises en ligne après l'assassinat de Samuel Paty pour accompagner les enseignants et les journalistes intervenant auprès de publics jeunes sur les questions relatives aux caricatures et à la liberté d'expression.</p>;;Dessinez Créez Liberté;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;;Le temps d’un week-end;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.887492, 2.372355
2372;Centre des arts d'Enghien-les-Bains;12-16 rue de la Libération;95880;Enghien-les-Bains;http://www.mooc-effets-speciaux.fr/;<p>Ce MOOC propose de découvrir le savoir-faire des artisans de l'image derrière l'écran. Plongez dans les coulisses du cinéma, du studio au plateau, du storyboard à la diffusion du film et partez à la découverte des secrets de fabrication du cinéma ! Avec des interviews d'experts et de superviseurs d'effets spéciaux, des extraits de films etc...</p>;;MOOC Les effets spéciaux au cinéma;Approfondir ses connaissances;Tous publics;Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels;Arts numériques,Cinéma,Éducation artistique et culturelle;;Le temps d’un week-end;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.972266, 2.305695
2379;Centre des arts;12-16 rue de la libération;95880;Enghien Les Bains;https://www.youtube.com/channel/UCMUbLK98OgtNmi9-DE-VX0Q/featured;"<p>Co-rédactrice en chef adjointe des Cahiers du cinéma et autrice de livres sur le cinéma, Charlotte Garson est aussi intervenante dans plusieurs structures dont la Cinémathèque française et le Forum des images. Elle anime pour cette saison culturelle, le cycle ""Belles et rebelles"" consacré à toutes ces femmes, actrices et personnages hollywoodiens, qui ont fait exister à l’écran une soif de vivre sans se laisser dicter leur désir, demeurant insoumises aux pressions sociales et idéologiques.</p>";;Ciné club Charlotte Garson;Approfondir ses connaissances;Parents / Éducateurs;Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels;Cinéma,Éducation artistique et culturelle;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.972266, 2.305695
2382;Musée du Louvre;Rue de Rivoli;75001;Paris;https://www.youtube.com/playlist?list=PLXLB812R3GOlAS-2uMjSKoASkmg1e4C8C;<p>Au Louvre, dans l’ombre de la Joconde et de la Vénus de Milo, s’accomplissent de terribles forfaits… Une série de podcasts qui raconte des crimes subtils ou violents mais toujours exécutés avec génie ! À la manière d’une enquête policière, l'actrice Romane Bohringer vous raconte les histoires qui entourent les œuvres du musée.</p>;;Les enquêtes du Louvre;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.862527, 2.335861
2388;Radio France;116 avenue du Président Kennedy;75016;Paris;https://www.franceinter.fr/emissions/antidote;<p>La chronique hebdomadaire sur France Inter de Tristan Mendès France qui donne des éléments de compréhension sur l'univers des thèses conspirationnistes.</p>;;Antidote;Actualités, débats;Tous publics;Audio, radio, podcasts;Éducation aux médias;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.852149, 2.279529
2392;Site archéologique Lattara-musée Henri Prades;390 route de Pérols;34920;Lattes;https://mpembed.com/show/?m=9sKQoeFb5iG&mpu=575&mpv=1&ts=2;"<p>En attendant la réouverture du musée, nous vous proposons de découvrir l'exposition ""En route ! La voie Domitienne du Rhône aux Pyrénées"" grâce à une visite virtuelle. Une exposition co-produite par la Drac Occitanie / Service régional de l'archéologie et le Site archéologique Lattara-musée Henri Prades.</p>";;"Visite virtuelle de l'exposition ""En route! La voie Domitienne du Rhône aux Pyrénées""";Expos, musées;Tous publics;Expositions virtuelles;Archéologie;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;43.566469, 3.908449
2395;Puits Couriot / Parc-musée de la Mine;3 bd du Maréchal Franchet d'Esperey;42000;Saint-Etienne;http://musee-mine.saint-etienne.fr/approfondir/radio-couriot-s%C3%A9rie-de-podcasts;<p>Grâce à son rendez-vous en ligne, le musée vous propose de tendre l'oreille pour découvrir l'histoire du charbon et de la mine. Grâce aux médiateurs du musée, les plus petits pourront par exemple se plonger dans les origines du charbon avec les contes « Raconte-moi le Carbonifère ». Si vous souhaitez en savoir davantage sur « le jour », écoutez « Au jour, un métier » et venez à la rencontre de personnages surprenants. Pour découvrir les collections du musée, portez votre choix sur « Secrets de collections ». Vous cherchez des inspirations déco et design décalées ? « Couriot Design » est ce dont vous avez besoin ! Et si votre âme de littéraire souhaite se plonger dans les récits de la mine, le podcast « Un jour, une lecture » est fait pour vous.</p>;;Radio Couriot;Audios;Tous publics;Audio, radio, podcasts;Architecture et patrimoine,Histoire,Monuments historiques,Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;45.439006, 4.376601
2399;France Télévisions;7 Esplanade Henri de France;75015;Paris;https://www.francetvinfo.fr/replay-magazine/franceinfo/vrai-ou-fake-l-emission/;<p>Le magazine de France Info qui explore chaque semaine l'univers des infox et des intox et dont tous les numéros sont disponibles en replay.</p>;;Vrai ou Fake, l'émission;Actualités, débats;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.839003, 2.270817
2400;Radio France;116 avenue du Président Kennedy;75016;Paris;https://www.francetvinfo.fr/replay-radio/complorama/;<p>Un nouveau podcast bimensuel de France Info qui décrypte les théories du complot et l'activité de la complosphère en lien avec l'actualité.</p>;;Complorama;Actualités, débats;Tous publics;Audio, radio, podcasts;Éducation aux médias;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.852149, 2.279529
2415;Théâtre du Rond-Point;2bis avenue Franklin D. Roosevelt;75008;Paris;http://www.ventscontraires.net/rubrique.cfm/18669_podcasts.html;<p>Entrez dans les archives vivantes du Rond-Point, réécoutez en podcast les conférences, performances et autres événements surprises dès le lendemain de leur programmation ou des années plus tard, nous ne les effacerons pas.</p>;;Les podcasts du Rond-Point;Audios;Tous publics;Audio, radio, podcasts;Théâtre, Spectacles;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;48.869861, 2.310241
2422;Centre Pompidou;Place Georges Pompidou;75004;Paris;https://www.youtube.com/playlist?list=PL5RSjCvtcKQi-M_Ue7OiovCZHbcbu8mdl;"<p>TV5MONDE et le Centre Pompidou proposent la saison 2 de Quèsaco, une websérie ludique et instructive qui retrace l'histoire d'œuvres emblématiques du musée. Sur un ton décalé, drôle et résolument moderne, ""Quèsaco"" tente de répondre en deux minutes à la question que l’on se pose parfois devant une peinture : ""Mais qu’est-ce que c’est ?"".</p>";;Quèsaco ?;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Arts numériques,Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.860307, 2.351132
2425;Centre Pompidou;Place Georges Pompidou;75004;Paris;https://www.youtube.com/playlist?list=PL5RSjCvtcKQjw4z2CWB57dy4MYj5AEGIC;<p>Une collection de masterclasses de référence dans le domaine du cinéma et des arts de la scène !</p>;;Les masterclasses;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Cinéma,Théâtre, Spectacles;Sous-titrage (ST);Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.860307, 2.351132
2428;Bibliothèque nationale de France;Quai François Mauriac;75013;Paris;https://www.retronews.fr/cycle/retour-vers-le-futur-de-linfo;<p>Une série de courtes vidéos pour RetroNews, le site de presse de la BnF, où Hervé Brusini revient sur des moments et notions clefs de l'histoire de la presse et sur des questionnements, polémiques et débats qui existent depuis son origine.</p>;;Retour Vers le Futur de l'Info;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.833194, 2.378216
2455;Comédie-Française;place Colette;75001;Paris;https://www.youtube.com/playlist?list=PLT726svQj4wm9Lk6NuEFaXsYncpQKt5wM;<p>Théâtre à la table : chaque semaine, une équipe de comédiennes et comédiens prépare en seulement 5 jours la création d’une pièce, dévoilant le travail de lecture préalable aux répétitions en scène, où naissent premières trouvailles et envolées.</p>;;Théâtre à la table;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Théâtre, Spectacles;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.863356, 2.336069
