nom_du_jardin;code_postal;region;departement;adresse_complete;adresse_de_l_entree_du_public;numero_et_libelle_de_la_voie;complement_d_adresse;commune;code_insee;code_insee_departement;code_insee_region;latitude;longitude;site_internet_et_autres_liens;types;annee_d_obtention;description;auteur_nom_de_l_illustre;identifiant_deps;identifiant_origine;accessible_au_public;conditions_d_ouverture;equipement_precision;date_de_creation;date_de_maj;coordonnees_geographiques
Jardin botanique Édouard-Marie Heckel;13008;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;15 Avenue du Parc Borély, 13008 Marseille, France;15 Avenue du Parc Borély, 13008 Marseille, France;15 Avenue du Parc Borély;;Marseille;13055;13;93.0;43.2618281;5.3792157;"[""https://www.marseille.fr/environnement/jardin-botanique""]";Jardin de collection,Jardin public;2020;Le premier jardin de Marseille, à la fois botanique, d’agrément et d’acclimatation, est créé à l’époque du Roy René, sur les terres de l’Abbaye Saint-Victor. Appelé le «jardin du Roi» à usage privatif, il y demeure jusqu’en 1668. En 1802, le préfet Delacroix est à l’origine de la création d’un nouveau jardin, sur les terres des Dames Bernardines, confisquées à la Révolution. Situé sur l’axe de la voie ferrée Marseille-Toulon, il est déplacé en 1860 sur le domaine de Borély, à l’emplacement de l’actuelle roseraie. En 1880, le jardin botanique est placé sous la direction du Docteur Édouard-Marie Heckel. Dès 1910, le Docteur Heckel réclame l’agrandissement du jardin dont il établit lui-même les plans. Son insistance va porter ses fruits, le jardin botanique est alors déplacé en 1913 sur son emplacement actuel. En 1935, la gestion du jardin botanique est confiée au Service Municipal des Plantations, devenu depuis la Direction des Parcs et Jardins. Le jardin botanique de Marseille est initialement conçu pour présenter les végétaux regroupés par familles, selon la classification du botaniste suédois Carl Von Linné. Cet agencement va traverser le XXe siècle jusqu’aux travaux de rénovation engagés à partir des années 2000.;;;;"[""ouvert""]";"[""à l’année"", ""de jour""]";;2022-09-08 15:03:45;2022-12-21 12:58:36;43.2618281, 5.3792157
Arboretum des Grandes Bruyères;45450;Centre-Val de Loire;Loiret;152 Rte de Vitry aux Loges, 45450 Ingrannes, France;152 Rte de Vitry aux Loges, 45450 Ingrannes, France;152 Rte de Vitry aux Loges;;Ingrannes;45168;45;24.0;47.978376;2.216554;"[""http://www.arboretumdesgrandesbruyeres.fr"", ""https://www.facebook.com/arboretumsdefrance"", ""https://www.instagram.com/arboretumdesgrandesbruyeres/""]";Jardin régulier,Parc paysager,Jardin de collection,Jardin privé;2004;Arboretum paysager contemporain avec d'importantes collections : magnolias, cornouillers, chênes, conifères, roses anciennes, bruyères, stewartias…;;JARD_45168_0001;MHR_24_JR0021;[];[];;;2022-07-22 10:27:50;47.978376, 2.216554
Jardin de l’ancien couvent de Meyronne;46200;Occitanie;Lot;69 Le Couvent, 46200 Meyronne, France;69 Le Couvent, 46200 Meyronne, France;69 Le Couvent;;Meyronne;46192;46;76.0;44.87846;1.576079;"[""https://www.jardindelanciencouvent.com/""]";Parc paysager,Jardin contemporain,Jardin privé;2015;Parc paysager et contemporain privé de 6 000 m2 créé par le paysagiste Jean-Louis Bajolet. Dans le site naturel de la Dordogne, plantes de l'ère secondaire qui ont traversé les millénaires, pièce d'eau, cascade et petits bassins, baobab sculpté par Marcoville, poteries de Jean-Paul Gourdon, sculpture de Jacques de Verdal.;;JARD_46192_0001;MHR_76_JR0026;"[""ouvert""]";"[""saisonnière"", ""de jour""]";patrimoine mondial de lunesco;2020-06-08 09:25:00;2022-12-21 11:24:13;44.87846, 1.576079
La Bonne Maison;69350;Auvergne-Rhône-Alpes;Rhône;99 Rue de Fontanières, 69350 La Mulatière, France;99 Rue de Fontanières, 69350 La Mulatière, France;99 Rue de Fontanières;;La Mulatière;69142;69;84.0;45.741835;4.808889;"[""http://www.labonnemaison.org""]";Jardin contemporain,Jardin de collection,Jardin privé;2011;Entièrement clos de murs et dominant la Saône, ce jardin contemporain privé d'un hectare créé par Madame Masquelier est composé d'une succession de jardins clos. Il abrite une collection unique de roses anciennes et botaniques. 80 variétés de clématites, 60 variétés de narcisses, une collection de pivoines, de viburnums et d'hydrangeas se partagent la vedette. Ouvert du 1er mars au 30 juin et du 1er septembre au 30 octobre. Pour les groupes sur RV.;;JARD_69142_0001;MHR_84_JR0015;[];[];;2020-06-08 09:24:00;2022-07-22 10:27:53;45.741835, 4.808889
Jardin du Fond de l'or;33240;Nouvelle-Aquitaine;Gironde;7 Rue Antoine de Saint-Exupéry, 33240 Lugon-et-l'Île-du-Carnay, France;7 Rue Antoine de Saint-Exupéry, 33240 Lugon-et-l'Île-du-Carnay, France;7 Rue Antoine de Saint-Exupéry;;Lugon-et-l'Île-du-Carnay;33259;33;75.0;44.956825;-0.354182;"[""http://www.lejardindufonddelor.fr""]";Parc paysager,Jardin contemporain,Jardin de collection,Jardin privé;2008;"Jardin d’ambiance proposant une grande richesse botanique ; parcours d’eau.";;JARD_33259_0001;MHR_75_JR0025;[];[];;2020-06-08 09:23:00;2022-07-22 10:28:17;44.956825, -0.354182
Jardin du Point du Jour;77510;Île-de-France;Seine-et-Marne;le jardin le Point du Jour, Hameau du, Le Point du Jour, 77510 Verdelot, France;le jardin le Point du Jour, Hameau du, Le Point du Jour, 77510 Verdelot, France;le jardin le Point du Jour;;Verdelot;77492;77;11.0;48.891085;3.368317;"[""http://www.pepiniere-jardin.com"", ""https://www.instagram.com/jardin.le.point.du.jour/""]";Jardin contemporain,Jardin privé;2011;Le jardin est un monde merveilleux ou l’on rencontre des jardiniers heureux , des poètes , des magiciens , des amoureux du beau , permet de découvrir , de chiner , de rêver , de désespérer parfois aussi , de s’égarer .C’est un lieu magique de ressourcement , de contemplation ou l’on peu laisser de côté les soucis , les tracas du quotidien .;;JARD_77492_0001;MHR_11_JR0016;[];[];;2020-06-08 09:23:00;2022-07-22 10:27:59;48.891085, 3.368317
Domaine d’Ambleville;95710;Île-de-France;Val-D'Oise;1 Rue de la Mairie, 95710 Ambleville, France;1 Rue de la Mairie, 95710 Ambleville, France;1 Rue de la Mairie;;Ambleville;95011;95;11.0;49.150058;1.696603;"[""http://www.ambleville.eu""]";Jardin régulier,Jardin privé;2004;Jardins aux 4 terrasses à l'italienne, de topiaires et bassins.;;JARD_95011_0001;MHR_11_JR0023;[];[];monument historique;2020-06-08 09:24:00;2022-07-22 10:28:00;49.150058, 1.696603
Jardin du manoir de la Boisnerie;61430;Normandie;Orne;Rua du Manoir, 61430 Sainte-Honorine-la-Chardonne, France;Rua du Manoir, 61430 Sainte-Honorine-la-Chardonne, France;Rua du Manoir;;Sainte-Honorine-la-Chardonne;61007;61;28.0;48.827808;-0.482293;"[""https://jardins-manoir-boisnerie.fr/""]";Jardin régulier,Jardin contemporain,Jardin privé;2021;Les jardins ont été imaginés par les propriétaires selon les codes en vigueur au temps de la Renaissance. Il s’agit essentiellement d’un jardin de verdure, toutefois les fleurs ne sont pas absentes, notamment les roses. La composition du jardin s’appuie sur le manoir, qui en est l’élément essentiel. L’effet visuel repose sur la justesse des proportions. La hauteur et la profondeur des terrasses, qui compensent un dénivelé de plus de quatre mètres, sont pensées pour occuper et animer l’espace. Deux perspectives structurent la composition, la première est parallèle à la façade du manoir, elle est bordée de part et d’autre d’un parterre d’acanthes et d’un parterre de roses. La seconde, la plus conséquente, s’étire sur plus de soixante-dix mètres avec un étagement progressif des terrasses. Ces terrasses sont traversées par un axe de symétrie passant par le milieu du miroir d’eau, le milieu de l’antique puits et le milieu de la roseraie de roses anciennes.;;;;[];[];;2022-09-14 18:17:23;2022-09-14 18:17:23;48.827808, -0.482293
Parc du manoir de Villers;76113;Normandie;Seine-Maritime;21 Rte de Sahurs, 76113 Saint-Pierre-de-Manneville, France;21 Rte de Sahurs, 76113 Saint-Pierre-de-Manneville, France;21 Rte de Sahurs;;Saint-Pierre-de-Manneville;76634;76;28.0;49.38972;0.931335;"[""http://www.manoirdevillers.com""]";Parc paysager,Jardin privé;2008;Jardin historique, Il offre, au cours de la promenade dans la lumière de la Seine, le jardin des roses, l'enclos de camélias, le jardin secret, le petit Chalet aux végétaux chers aux impressionnistes, une pièce d'eau traitée en puits de lumière...;;JARD_76634_0001;MHR_28_JR0034;[];[];;2020-06-08 09:24:00;2022-07-22 10:28:54;49.38972, 0.931335
Jardin Lacore;23260;Nouvelle-Aquitaine;Creuse;;2 lieu-dit la core, 23260 Saint-Pardoux-d'Arnet, France;2 lieu-dit la core;;Saint-Pardoux-d'Arnet;23017;23;75.0;45.863296;2.347498;"[""www.jardin-lacore.fr"", ""https://fr.frfacebook.com/""]";Jardin contemporain,Jardin privé;2023;Alain Gribet, également sculpteur-mosaïste animalier, a conçu son jardin comme une œuvre d’art pendant plus de 40 ans avant de l’ouvrir au public. La déambulation permet tour à tour d’y découvrir un potager, un verger, de nombreux massifs, un plan d’eau et une importante collection de hêtres, de bouleaux, d’érables, de saules… Du mobilier et des constructions en bois flotté ponctuent l’ensemble. De nombreux animaux mosaïqués, une très belle serre restaurée et un labyrinthe de 2 500 m² contribuent à la magie du lieu.;;;;"[""ouvert""]";"[""saisonnière""]";;2023-03-31 13:48:28;2023-04-12 17:39:05;45.863296, 2.347498
Jardin du domaine de George Sand;36400;Centre-Val de Loire;Indre;;3 D943, 36400 Nohant-Vic, France;3 D943;;Nohant-Vic;36143;36;24.0;46.625364;1.973861;"[""http://www.monuments-nationaux.fr""]";Jardin public,Jardin vivrier,Parc paysager;2008;Ce jardin d'écrivain où flotte toujours la présence poétique de George Sand et de ses hôtes juxtapose plusieurs scènes agrestes : la roseraie, le potager, la prairie verger, le bois et le cimetière.;;;;;;;;;46.625364, 1.973861
Parc aux bambous;9500;Occitanie;Ariège;81 Broques Hameau, 09500 Lapenne, France;81 Broques Hameau, 09500 Lapenne, France;81 Broques Hameau;;Lapenne;9153;9;76.0;43.14723;1.731018;"[""http://www.parcauxbambous.com"", ""https://www.facebook.com/Le-Parc-Aux-Bambous-1550833061817223/""]";Jardin de collection,Jardin privé;2006;Dans un cadre de verdure, au bord d'une rivière, sur plus de 4 hestares, le Parc aux Bambous vous invite à découvrir au milieu d'arbres centenaires une collection de plus de 100 espèces : des nains au géants qui peuvent pousser de plus de 50 cm par jour. Des sentiers aménagés vous feront parcourir : le jardin de fleurs, le labyrinthe de bambous, des plans d'eau, des bancs à l'ombre… Le parc est à la fois un jardin de collection sur le bambou (une centaine de taxons) et les graminées (une cinquantaine de taxons).;;JARD_09153_0001;MHR_76_JR0016;[];[];;2020-06-08 09:25:00;2022-07-22 10:28:07;43.14723, 1.731018
Roseraie de l'abbaye de Chaalis;60300;Hauts-de-France;Oise;30 Gr Grande Rue, 60300 Fontaine-Chaalis, France;30 Gr Grande Rue, 60300 Fontaine-Chaalis, France;30 Gr Grande Rue;;Fontaine-Chaalis;60241;60;32.0;49.170758;2.684408;"[""http://www.chaalis.fr""]";Jardin régulier,Parc paysager,Jardin de collection,Jardin public;2004;Un parc romantique propice à la promenade, avec sa magnifique roseraie, ses parterres à la française et son parcours de senteurs.;;JARD_60241_0001;MHR_32_JR0016;[];[];;;2022-07-22 10:27:58;49.170758, 2.684408
Potager du roi;78000;Île-de-France;Yvelines;10 rue du Maréchal Joffre;10 Rue du Maréchal Joffre, 78000 Versailles, France;10 Rue du Maréchal Joffre;;Versailles;78646;78;11.0;48.797303;2.122807;"[""http://www.potager-du-roi.fr"", ""https://www.instagram.com/ensp.potagerduroi/""]";Jardin régulier,Jardin vivrier,Jardin public;2004;Le Potager du Roi a été construit entre 1678 et 1683 par Jean-Baptiste La Quintinie à la demande de Louis XIV. Ce jardin de 9 hectares est structuré autour d'une partie centrale, le Grand carré, composé de 16 parcelles de culture maraîchère. Tout autour, des parcelles clos de mur accueillent environ 5000 arbres fruitiers principalement des poiriers (142 variétés) et des pommiers (198 variétés).;;JARD_78646_0003;MHR_11_JR0030;"[""ouvert""]";"[""à l’année"", ""de jour""]";monument historique;2020-11-26 20:12:00;2022-12-19 18:41:25;48.797303, 2.122807
Jardin du donjon de Vez;60117;Hauts-de-France;Oise;3 Rue du Moulin, 60117 Vez, France;3 Rue du Moulin, 60117 Vez, France;3 Rue du Moulin;;Vez;60672;60;32.0;49.258109;3.004827;"[""http://www.donjondevez.com""]";Jardin contemporain,Jardin privé;2004;La forteresse médiévale de Vez (XIIIe et XIVe siècles), monument historique classé, est un lieu de promenade situé dans la magnifique vallée de l'Automne mais aussi un lieu ouvert à l'art moderne et contemporain qui accueille une grande exposition de sculptures.;;JARD_60672_0001;MHR_32_JR0020;[];[];;2020-06-08 09:24:00;2022-07-22 10:27:58;49.258109, 3.004827
La Jaÿsinia;74340;Auvergne-Rhône-Alpes;Haute-Savoie;480 Route de Vallon d'en Bas, 74340 Samoëns, France;480 Route de Vallon d'en Bas, 74340 Samoëns, France;480 Route de Vallon d'en Bas;;Samoëns;74258;74;84.0;46.075708;6.740184;"[""https://www.mnhn.fr/fr/visitez/lieux/jardin-alpin-jaysinia""]";Jardin régulier,Jardin de collection,Jardin public;2004;Ce jardin botanique alpin créé en 1906 est sculpté sur le flanc montagneux et domine Samoëns. 5000 plantes représentant 2500 espèces de la flore de montagne provenant des 5 continents sont mises en scène dans un décor romantique. Petit ruisseau, cascades et sentiers en lacet traversent différents milieux naturels. Le jardin est doté d'un laboratoire de recherche. Fermé en période hivernale.;;JARD_74258_0001;MHR_84_JR0022;[];[];monument historique;2020-06-08 09:25:00;2022-07-22 10:27:49;46.075708, 6.740184
Parc du domaine de Campagne;24260;Nouvelle-Aquitaine;Dordogne;76 D706, 24260 Campagne, France;76 D706, 24260 Campagne, France;76 D706;;Campagne;24076;24;75.0;44.907051;0.966907;"[""https://www.campagne-en-perigord.fr/decouvrir-campagne/le-chateau/le-parc-1/""]";Parc paysager,Jardin public;2018;Le Parc du château de Campagne possède une richesse végétale remarquable et une composition paysagère inspirée des jardins d'influence anglaise du XIXe siècle, un parc dont le dessin était effacé par une végétation spontanée envahissante au fil des années. La réhabilitation du Parc est une intervention lisible par tous comme une suite logique de l'histoire du lieu, une strate supplémentaire dans le respect de sa mémoire, traces et matière. Afin de redonner au Parc son identité et composition paysagère, le projet s'est appuyé sur 2 grands axes de réflexions.;;JARD_24076_0001;MHR_75_JR0050;"[""ouvert""]";"[""de jour""]";monument historique;2020-12-11 13:14:25;2022-12-20 17:51:49;44.907051, 0.966907
La Terre Pimprenelle;7440;Auvergne-Rhône-Alpes;Ardèche;345 Chem. du Camping, 07440 Alboussière, France;345 Chem. du Camping, 07440 Alboussière, France;345 Chem. du Camping;;Alboussière;7007;7;84.0;44.939924;4.734768;"[""http://sites.google.com/site/jardinlaterrepimprenelle/"", ""https://www.facebook.com/Jardin-La-Terre-Pimprenelle-Alboussi%C3%A8re-Ard%C3%A8che-1705871403013532/""]";Jardin contemporain,Jardin de collection,Jardin privé;2011;Jardin paysager privé (1 hectare), créé en 2001 par Raphaël Benedetti, structuré sur le nombre d'or. Pénétrez dans les ellipses et les spirales pour découvrir des plantes rares aux formes et feuillages méconnus, d'originales pierres géantes, des oeuvres d'art. Des bassins et un ruisseau accueillent des plantes aquatiques. Ouvert toute l'année.;;JARD_07007_0001;MHR_84_JR0011;[];[];;;2022-10-06 18:42:01;44.939924, 4.734768
Jardin du Riollet;17600;Nouvelle-Aquitaine;Charente-Maritime;55 Rue des Alluchons, 17600 Le Chay, France;55 Rue des Alluchons, 17600 Le Chay, France;55 Rue des Alluchons;;Le Chay;17097;17;75.0;45.644635;-0.902753;"[""http://www.jardinduriollet.fr/"", ""https://www.facebook.com/JardinDuRiollet/"", ""https://www.instagram.com/jardinduriollet/""]";Parc paysager,Jardin contemporain,Jardin de collection,Jardin privé;2020;En 1996, sur une surface de 16 500 m², débute la création du jardin du Riollet. Le terrain en pente et orienté Nord-Est offrait des conditions difficiles mais avec de la persévérance et de l'imagination, petit à petit le jardin est conçu. Les arbres, tels que les pins sylvestres, les pins maritimes, les pins parasols, ou encore les érables champêtres et les chênes ont été la première base du jardin. Au fil du temps, des balades et des rencontres, nous avons collecté des graines et des boutures de plantes et aussi grâce aux différents matériaux recyclés, comme le bois, l'osier, le noisetier ou le phragmite nous avons pu dessiner et habiller les massifs de ce jardin d'un style anglais-champêtre.;;JARD_17097_0001;MHR_75_JR0058;[];[];;;2022-12-07 21:28:59;45.644635, -0.902753
Domaine national de Champs-sur-Marne;77420;Île-de-France;Seine-et-Marne;31 Rue de Paris, 77420 Champs-sur-Marne, France;31 Rue de Paris, 77420 Champs-sur-Marne, France;31 Rue de Paris;;Champs-sur-Marne;77083;77;11.0;48.852438;2.604901;"[""http://www.champs-sur-marne.monuments-nationaux.fr""]";Jardin régulier,Parc paysager,Jardin vivrier,Jardin public;2004;Dessiné au XVIIIe siècle par Desgot, élève et neveu de Le Nôtre, le parc est restauré au XIXe siècle par Henri et Achille Duchêne. D’inspiration classique, enchâssé dans un parc paysagé à l’anglaise sur 85 ha, le parc est un lieu de promenade agréable entre nature et Patrimoine. Autour de la perspective de 900 mètres jusqu’à la Marne, ses allées et chemins permettent de découvrir bosquets, bassins, sculptures et des zones plus naturelles et sauvages.;;JARD_77083_0001;MHR_11_JR0013;[];[];monument historique;2020-09-15 18:19:00;2022-07-22 10:28:54;48.852438, 2.604901
